record_id,row_index,smiles,prop,repeat_unit_id
dr_d9777e7bb6b3d7b7d1ba,3947,*CC(=O)C(=S)c1ccc(*)cc1,egc,ru_ec7503a73ed3be8a62af
dr_8f4257ccb0f9cdf9020b,3948,*CC(=O)C(=S)C(*)=O,egc,ru_f534236b84e85e116471
dr_6945541bce0eab7bfb3a,3949,*CC(=O)C(=S)O*,egc,ru_e1cfa5213a3964bf2e5e
dr_0f606dbe6270f2cc2b2e,3950,*CC(=O)Nc1ccc(*)s1,egc,ru_27b5ed4d638bc3fd3b66
dr_f87ef6bfa65d93894fea,3951,*CC(=O)Nc1ccc(*)cc1,egc,ru_ce98d846da565221b3a6
dr_8fd6a92b7c29fb7b8e4e,3952,*CC(=O)NC(*)=O,egc,ru_5e8b266c032da1460ca0
dr_fec6c72a29989503246f,3953,*CC(=O)NC(*)=S,egc,ru_8386039e45fc51a60a10
dr_8febefae746ce65b8136,3954,*CC(=O)Oc1ccc(*)s1,egc,ru_c5418414c775314b4345
dr_58166ad60b3ea0fe278d,3955,*CC(=O)OC(*)=O,egc,ru_53b01bf95e5da9897fcf
dr_9338d5a559f0b239f9db,3956,*CC(=O)OC(*)=S,egc,ru_0643e4c67694875283ce
dr_2617ab222853bd991e0b,3957,*CC(=S)c1ccc(C(*)=S)s1,egc,ru_8de97ee42ea7599936b9
dr_434fb85d1ff0900bdd07,3958,*CC(=S)c1ccc(O*)s1,egc,ru_99ebac3c770a6170a380
dr_c1212d9d8c53c398a40c,3959,*CC(=S)c1ccc(C(*)=S)cc1,egc,ru_56c8a29c3a546b5a5e38
dr_aabe4149e9421b47db78,3960,*CC(=S)c1ccc(N*)cc1,egc,ru_78f8f8737ba573858069
dr_ddcbf3d805615230f8bf,3961,*CC(=S)c1ccc(O*)cc1,egc,ru_2e453d641eafbf2bc82b
dr_049c6fb54eb3f72b87c1,3962,*CC(=S)CC(*)=S,egc,ru_17dac452ee0a3aa15ad9
dr_d7f841e61e2314a4eef5,3963,*CC(=S)CO*,egc,ru_fdf574adcf7b8ccc5c94
dr_9679dce0cc5f73a1d6fd,3964,*CC(=S)C(=O)C(*)=S,egc,ru_70874fe00d8a587c91c2
dr_b817dcd3a010106d18e1,3965,*CC(=S)C(=O)O*,egc,ru_d6d6b719f1dfaf6eac37
dr_8380a6809c478338935a,3966,*CC(=S)NC(*)=S,egc,ru_c5d5bd8137852721ae2f
dr_7d260a1301864c30fd50,3967,*CC(=S)NO*,egc,ru_649ffcbe34b865d2ed61
dr_cc7c363d81830a2e2ff8,3968,*CC(=S)OC(*)=S,egc,ru_a58cde31bc39c6be723f
dr_2b35add9a4f7d7229f85,3969,*CNc1ccc(-c2ccc(*)cc2)s1,egc,ru_f85c0cd4b7d7c935add1
dr_7ca1a4a8936340c95bbe,3970,*CNc1ccc(C(*)=O)s1,egc,ru_6a0450a01c89602c0cd9
dr_192610d53b596d7316a2,3971,*CNc1ccc(C(*)=S)s1,egc,ru_3c937d8bb63760fb117f
dr_5d78cd388cf25abd73dd,3972,*CNc1ccc(N*)s1,egc,ru_ff1bc9e850836489d190
dr_6f3598f49045b21bdc82,3973,*CNc1ccc(O*)s1,egc,ru_c0fcef093bb6131156de
dr_69668641e61330f35aa6,3974,*CNc1ccc(-c2ccc(*)s2)cc1,egc,ru_c0aa27ed3a7801994d9b
dr_ee2b224bfbbee23cc369,3975,*CNc1ccc(C(*)=O)cc1,egc,ru_079a988d1076f3669f24
dr_396e8118a066b456d015,3976,*CNc1ccc(N*)cc1,egc,ru_3b91bc9eacdfab04f979
dr_74d055627712c6792df3,3977,*CNc1ccc(O*)cc1,egc,ru_bcc1c2c28e36a3e1ba4d
dr_b82ead0c79c1e0f68fd3,3978,*CNCc1ccc(*)s1,egc,ru_f501e35c29c26944f80a
dr_457e514e6d54a5adae60,3979,*CNCc1ccc(*)cc1,egc,ru_f11f26fd00d56bfbcea6
dr_4d056ca6a3424f168da2,3980,*CNCC(*)=O,egc,ru_1e75d1b6bcb2dd69bf69
dr_1cfb0c16150db301e8b8,3981,*CNCC(*)=S,egc,ru_bca18c4e87b20a9134c7
dr_60a2550938923fa6abc5,3982,*CNCN*,egc,ru_16b5491f2b9c5602fe9d
dr_87e410cd0f62d27dde04,3983,*CNCO*,egc,ru_79285f7b5dc0089f76d9
dr_61526c1cf5d3cb6cb45c,3984,*CNC(=O)c1ccc(*)s1,egc,ru_88567ce170af6ffe31ca
dr_46f4363aa7fe356f7105,3985,*CNC(=O)C(*)=S,egc,ru_5e60e54cf3a4e729e01e
dr_b1b8b43142b8d1fa1095,3986,*CNC(=S)c1ccc(*)s1,egc,ru_3598ac15e8ef99b9a8fc
dr_575838b918c36e1ff5a5,3987,*CNC(=S)c1ccc(*)cc1,egc,ru_74d31895238afef1f0fa
dr_5a31c475e70f77cc3f34,3988,*CNC(=S)C(*)=O,egc,ru_89b6f54c9ccf348fae65
dr_02909cb875d17a8f0a7c,3989,*CNC(=S)N*,egc,ru_abf77a9dfd2fcd66beb0
dr_01506f2ef39ec2fba1c2,3990,*CNC(=S)O*,egc,ru_081caac4464f14d1f1c4
dr_6647096c416969c14e4f,3991,*CNOc1ccc(*)s1,egc,ru_8792a266a63dd65d517a
dr_539590e0c8a3a23ddd4e,3992,*CNOc1ccc(*)cc1,egc,ru_c3fa707145d5d1ca9d05
dr_def9342cf75a90772d3a,3993,*CNOC(*)=S,egc,ru_af09538712871e731ac1
dr_38255144c6288c4f55c8,3994,*CNON*,egc,ru_14a1e51f60d230f242c2
dr_b41c905ac45bd04f8da5,3995,*COc1ccc(-c2ccc(*)cc2)s1,egc,ru_359c01fe55e35ed9d3e5
dr_b28beb87e5524f79376d,3996,*COc1ccc(O*)s1,egc,ru_9cba9929262cc2662cc9
dr_dc6898958961c9334428,3997,*COc1ccc(O*)cc1,egc,ru_9fc99f355fbbd895eeb7
dr_bd3e96abe0db8ec2d318,3998,*COC(=O)O*,egc,ru_30edc60fa0e09d483a2d
dr_32b70fba0dd80fd2c0b8,3999,*COC(=S)O*,egc,ru_92d153aa128016d2f612
dr_d94278aea655c7e875cf,4000,*CONC(*)=O,egc,ru_3cbf637e9f941f917a07
dr_1c23bc0b3572d5eec33d,4001,*CONO*,egc,ru_fcc2fa2801f1fe590035
dr_ced2020b668bd6e65af6,4002,*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,egc,ru_4f151eec9bbbe5e1292a
dr_c19ab657a61b6c35dfd7,4003,*C(=O)c1ccc(-c2ccc(C(*)=S)s2)s1,egc,ru_a116ecafc95861daa405
dr_225c018c570d9e9319cc,4004,*Oc1ccc(-c2ccc(C(*)=O)s2)s1,egc,ru_cea4535ad9a08919a444
dr_86a586ef4aa0ce8fdb75,4005,*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,egc,ru_f7804cb09ea6345170bb
dr_aa955ede0ab06db8d427,4006,*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)s1,egc,ru_79218297b0fa5b9420c9
dr_ab49cec90d5b750a4716,4007,*Oc1ccc(-c2ccc(C(*)=O)s2)cc1,egc,ru_a73082b738dcfbfd6b83
dr_1e92c396848930ce310a,4008,*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,egc,ru_6e7cf015437e5e0d1ce5
dr_528f17a666ef2fd4d87d,4009,*C(=O)c1ccc(C(=O)C(*)=S)s1,egc,ru_fe10305b25619778df1b
dr_714db3a699d058ad2c0d,4010,*OC(=O)c1ccc(C(*)=O)s1,egc,ru_79523893d75752562f46
dr_b15e4b8835410f3b4419,4011,*OC(=S)c1ccc(C(*)=O)s1,egc,ru_1d8d1cc6db69dce06f82
dr_5f7b3b1e284a82b57bf5,4012,*C(=O)c1ccc(Oc2ccc(*)s2)s1,egc,ru_4c827ef007455a174bb8
dr_a5d3ead6764cc85cf2d4,4013,*C(=O)c1ccc(OC(*)=S)s1,egc,ru_aca7d5289c4273012a28
dr_032a6016c73a7d9e1869,4014,*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,egc,ru_5f7790461ae23de740b7
dr_9b2d5a88adbb610c78df,4015,*Oc1ccc(-c2ccc(C(*)=O)cc2)s1,egc,ru_bf75b80ff29db74a534b
dr_36b44ebda312042b60d2,4016,*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,egc,ru_ff6621c407a51e3226b2
dr_8ac1b7acd9f497d23166,4017,*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)cc1,egc,ru_fcf99694c6c8b24b11c0
dr_aecf834ed3fe8e86c51d,4018,*C(=O)c1ccc(C(=O)c2ccc(*)s2)cc1,egc,ru_ea5ba7e89a9a2aca74bd
dr_85d39c6b06da314b4655,4019,*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,egc,ru_2d449f892630b7a34232
dr_d34389210e08e3f392d9,4020,*C(=O)c1ccc(C(=O)C(*)=S)cc1,egc,ru_b60baf2b31f2657f32b3
dr_b3b094083ecccbfd65b8,4021,*OC(=S)c1ccc(C(*)=O)cc1,egc,ru_21b8cbea806c65cd51a6
dr_f703bc70151215328cc2,4022,*C(=O)c1ccc(Oc2ccc(*)s2)cc1,egc,ru_22bf8d6df6267fe82677
dr_375eeb5b8557c758c3d6,4023,*C(=O)c1ccc(OC(*)=S)cc1,egc,ru_265caa7d6233308c8c53
dr_bc33176a72d02ef7be07,4024,*C(=O)C(=S)OC(*)=S,egc,ru_1629cb6f594417d62f69
dr_dd3b20526a606907a0a8,4025,*C(=O)Oc1ccc(C(*)=S)s1,egc,ru_6633a52ea40b2f4a43fd
dr_07e4c94f4cd23cb996b3,4026,*Oc1ccc(OC(*)=O)s1,egc,ru_0c2bca52994df5304d8d
dr_cac6dad802ad77d66ebc,4027,*C(=O)Oc1ccc(C(*)=S)cc1,egc,ru_9a511609cfca79e9a51d
dr_40ac3a7ffbb04ed9a56b,4028,*OC(=O)OC(*)=O,egc,ru_b13b777fa8ad84e30274
dr_90be0622cd30ccaa2ac3,4029,*OC(=S)OC(*)=O,egc,ru_84d46a86cc81ef9710ad
dr_04346d1a27ab303b195c,4030,*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,egc,ru_5efa73032b3c8161a51d
dr_bbd938992cc063400b5a,4031,*Cc1ccc(-c2ccc(N*)s2)s1,egc,ru_a7190125dc3116b0b104
dr_6aaca280d74fca5f4ebb,4032,*Nc1ccc(-c2ccc(C(*)=O)s2)s1,egc,ru_828722c471565768899b
dr_4e474b8239077dcef876,4033,*Nc1ccc(-c2ccc(C(*)=S)s2)s1,egc,ru_c5f835ec5a5287530b31
dr_a816b7748103cc7e6524,4034,*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,egc,ru_82a1edd82791d6616eeb
dr_ab66235faf48c8033cfd,4035,*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,egc,ru_b64f4761a6d1bf511674
dr_0296e327cc60132f3265,4036,*Nc1ccc(C(=O)c2ccc(*)s2)s1,egc,ru_a08348245b6ef6911f33
dr_c8eb2e2b3ea56d7159e2,4037,*Nc1ccc(C(=O)C(*)=S)s1,egc,ru_74473a2b47c8bc92f45f
dr_5548dc412aed173039ae,4038,*Nc1ccc(C(=S)c2ccc(*)s2)s1,egc,ru_b405fc3fc2b9e29d69d2
dr_a1392208b389d5f2c020,4039,*Nc1ccc(C(=S)c2ccc(*)cc2)s1,egc,ru_d58daaa81a598fb1b8c5
dr_fef3b5830cd3ede00436,4040,*Nc1ccc(Nc2ccc(*)s2)s1,egc,ru_b12308b56db026ebca5f
dr_f9e5ec4ae0d3dbdb0d18,4041,*Nc1ccc(NC(*)=S)s1,egc,ru_b75a63774d7b6cdc7520
dr_f50d33b9d058f869ff33,4042,*Nc1ccc(Oc2ccc(*)s2)s1,egc,ru_6e760f5d0e1c0761ec30
dr_8681c5cec39264bf693e,4043,*Nc1ccc(OC(*)=S)s1,egc,ru_52a9525a7e6fcbdef205
dr_ab814c978957d48b4501,4044,*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,egc,ru_5fcaded89c901b08474e
dr_9d7f89619ff32de81a11,4045,*Nc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,egc,ru_8c8a167650492a54263a
dr_f4d9db619593d4f30cfa,4046,*Nc1ccc(-c2ccc(C(*)=S)s2)cc1,egc,ru_5ea6485a767086ee2496
dr_1108fe3933f0d9352bb4,4047,*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,egc,ru_70579005e46a4a73528e
dr_9db67a5337d236f92194,4048,*Nc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,egc,ru_99db9018f27bbd1a19c2
dr_0a3400938543a6d402e7,4049,*Cc1ccc(-c2ccc(N*)cc2)cc1,egc,ru_413fd80349a75776bc2a
dr_9867753ab66bb3f44b12,4050,*Nc1ccc(-c2ccc(C(*)=S)cc2)cc1,egc,ru_b31fda181b65003a9320
dr_e0a92ab68560e8df94e5,4051,*Nc1ccc(-c2ccc(O*)cc2)cc1,egc,ru_993a74e1088de3a34f3e
dr_64625ed1b87e5260b9a5,4052,*Nc1ccc(C(=O)c2ccc(*)s2)cc1,egc,ru_e392bc5af659a574a595
dr_36f86e0009341963839e,4053,*Nc1ccc(C(=O)C(*)=S)cc1,egc,ru_9fb375159b986a702ab8
dr_9f30a19cd08417ea8173,4054,*Nc1ccc(C(=O)O*)cc1,egc,ru_6ff6f5dc0f6356e0b3d2
dr_fa6d2b945f7b17c1b5d1,4055,*Nc1ccc(C(=S)c2ccc(*)cc2)cc1,egc,ru_0e6fae762d1e9e262d9f
dr_8c8ca452420d84d2dd30,4056,*Nc1ccc(Nc2ccc(*)s2)cc1,egc,ru_c82748fae37c23dd4845
dr_b825e4e7e1c4c62da889,4057,*Nc1ccc(NO*)cc1,egc,ru_9dff8b418fb4336ec40f
dr_d6fb0559b9eab34fd1a6,4058,*Nc1ccc(Oc2ccc(*)s2)cc1,egc,ru_2e1b624936aadb7edd3f
dr_39119fb737f75da3011b,4059,*Nc1ccc(Oc2ccc(*)cc2)cc1,egc,ru_a1206c4a88d770e375c1
dr_860a510d1ea4cd2ff50f,4060,*Nc1ccc(OC(*)=S)cc1,egc,ru_fd33a3d0b56077932d53
dr_b1df03e0430f3d073d75,4061,*NC(=O)c1ccc(-c2ccc(*)cc2)s1,egc,ru_6d5593c2aaf576797f13
dr_3253368818cbc7117e1d,4062,*NC(=O)c1ccc(C(*)=O)s1,egc,ru_5d01aa314e2cc3747d7c
dr_1ebef0f14ee45b42a4b5,4063,*NC(=O)c1ccc(C(*)=S)s1,egc,ru_fd13e017fd45ff19b721
dr_7284e2dbd26d751d45f3,4064,*NC(=O)c1ccc(O*)s1,egc,ru_9887a2907679de17f192
dr_0a2783db0b7bb7955901,4065,*NC(=O)c1ccc(-c2ccc(*)s2)cc1,egc,ru_393f7b50310aae328f95
dr_055212c81088a2c5022a,4066,*NC(=O)c1ccc(-c2ccc(*)cc2)cc1,egc,ru_6200ac2949657c1553cd
dr_f2040c6538728ea30c7a,4067,*NC(=O)c1ccc(C(*)=S)cc1,egc,ru_9c4fbc3b2a9d98478387
dr_606a0a0b90faf011686a,4068,*NC(=O)c1ccc(O*)cc1,egc,ru_775f63725347677675c6
dr_6a064bc740169b0c10b4,4069,*NC(=O)C(=S)c1ccc(*)s1,egc,ru_17c281b2062cc4912327
dr_ca6dffdd690c81df24f6,4070,*NC(=O)C(=S)c1ccc(*)cc1,egc,ru_28cdd34dac6d72db4c9c
dr_56e182c1982e0c571b33,4071,*NC(=O)C(=S)C(*)=O,egc,ru_15c93233e9c1ae5f82f9
dr_e973ff900429f5046897,4072,*NC(=O)C(=S)O*,egc,ru_90d7074559fc28041756
dr_1ef378107f0eade84ff9,4073,*NC(=O)Nc1ccc(*)s1,egc,ru_68169176d5696fc3072c
dr_7d562a1de0d0a8358555,4074,*NC(=O)Nc1ccc(*)cc1,egc,ru_7dc4e30c52b0fe7a4c77
dr_fdc5ee122d6210e89bfe,4075,*NC(=O)NC(*)=O,egc,ru_92290b3b4019b486fa57
dr_98ff7867efebbcfc0670,4076,*NC(=O)NC(*)=S,egc,ru_5a066ba6b6840e343801
dr_1412599fb37f7ec253b6,4077,*NC(=O)NO*,egc,ru_7211cf44f0a541d1d8b2
dr_ab40f548d3d3f65094c6,4078,*NC(=O)Oc1ccc(*)s1,egc,ru_ad1f1e1ce32de37dcbbd
dr_cf91b6f9b20b4082dc73,4079,*NC(=O)Oc1ccc(*)cc1,egc,ru_dc51e8bcd750e7ac945a
dr_91cec204bf42ec9314f5,4080,*NC(=O)OC(*)=S,egc,ru_3ef74baf1b55b503b961
dr_eea20df90dcdcfa3c557,4081,*NC(=S)c1ccc(C(*)=S)s1,egc,ru_a1b478c89b340289dedc
dr_e7e8e85098117fc99918,4082,*NC(=S)c1ccc(O*)s1,egc,ru_daaf8d489c0a3aa8a039
dr_ed3b47b19bd030605396,4083,*NC(=S)c1ccc(O*)cc1,egc,ru_76f252e86e02636b2209
dr_ec747f1fabebb97788ab,4084,*NC(=S)C(=O)O*,egc,ru_323f92d90c66d9bdaf5e
dr_765d989226268962a126,4085,*NC(=S)Nc1ccc(*)cc1,egc,ru_4b173c19597af837c5c1
dr_6295f9ae67de652098aa,4086,*NC(=S)NC(*)=S,egc,ru_db04d6798ce267bdf1d8
dr_da56772fad6ffb8972a3,4087,*NC(=S)NO*,egc,ru_6aaa3e98c04ea679c7af
dr_9f28e14de752d9c932ac,4088,*NC(=S)OC(*)=S,egc,ru_b500d8008d4e98f79c68
dr_857bc86ae0c786f1af6e,4089,*NOC(=O)O*,egc,ru_4f5d25c572fc5e8d4b2b
dr_bf16638899807f940a9d,4090,*NOC(=S)O*,egc,ru_d3beead403f04b5d27ec
dr_e7bb986b79c590413215,4091,*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(*)cc3)cc2)cc1,egc,ru_dd069d19a0f7ed732497
dr_1176869af5e08c0145a6,4092,*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Cc3ccc(*)cc3)cc2)cc1,egc,ru_4fb90123203e90c1c750
dr_c9ff7a599c578f248228,4093,*NC(=S)Nc1ccc(Cc2ccc(*)cc2)cc1,egc,ru_5538cada39f161bc4f29
dr_96a5c55c08f46e3abfe3,4094,*CCOCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,egc,ru_685be1679277a58a5add
dr_8c17d0d38127afa148b2,4095,*C(=O)NC(=O)c1ccc(*)cc1,egc,ru_4cca975ab145b9bf502b
dr_413042081637a538c8f3,4096,*NC(=O)OC(*)=O,egc,ru_ca82b8d3bfbb892bc3f2
dr_f10c25f50b964cd2a242,4097,*OC(=O)C(=S)C(*)=O,egc,ru_3d9df82b9e42eb793543
dr_7a8c4d959f32857061cf,4098,*OCCC(=O)CC(=O)Oc1ccc(*)cc1,egc,ru_277392ac0e09b3cd31f8
dr_8698b3b793256f35014b,4099,*CCOC(=S)NC(=S)c1ccc(N*)cc1,egc,ru_edcf10d819106b3fe46d
dr_ea25e93eab40c7a77fa8,4100,*CNCCCOCO*,egc,ru_11b139f4419934795c16
dr_10d824c9efd9784511c6,4101,*CNCNC(=O)NC(=O)N*,egc,ru_1216f59bba13eea347a9
dr_5c2639c6975a2a93f103,4102,*CNC(=O)NCOCO*,egc,ru_7c3a918f2089bd5aa698
dr_20e002796fecb09769c2,4103,*CNC(=O)ONC(=O)NO*,egc,ru_b7df112b333c8f280d61
dr_e0f63c827693be72f62f,4104,*COCOCCCO*,egc,ru_f8bf3a2220e28a78e07f
dr_9cdc4914a4994734f899,4105,*CNCCNC(=O)OC*,egc,ru_d1ad143f61f800e62d77
dr_f1407ab2eb111d4ecc93,4106,*C(=O)c1ccc(NC(=S)Oc2ccc(Nc3ccc(*)s3)s2)s1,egc,ru_9683038467ca4edb803c
dr_c4266a8f98653aef7906,4107,*NOC(=O)NCC(=O)NC(*)=O,egc,ru_c129acdc9d1304bcd2d1
dr_649d21d3a0ada50eb65e,4108,*NCCCNC(=O)NC(*)=O,egc,ru_d3e98063b2fb4d74060f
dr_cd49c271b253911fa9c7,4109,*Nc1ccc(NC(=O)NC(=O)NC(*)=O)s1,egc,ru_8d23b6614de2b48710c1
dr_6494b48642ce3a814073,4110,*NCNC(=O)OC(=O)NC(*)=O,egc,ru_05bc15cb4efcc6fff2e7
dr_29dfee2957afea01fa66,4111,*OCCCCONC(*)=O,egc,ru_c5cc46d1644ab4dcb95f
dr_60d811dcbbe191da33af,4112,*Oc1ccc(C(=O)c2ccc(C(=O)NOC(*)=O)s2)cc1,egc,ru_6595554084df79a09458
dr_f07edb8b7b045a7ea2ee,4113,*c1ccc(C(F)(F)c2ccc(C(*)(F)F)s2)s1,egc,ru_82ab6ed7591fe0df6cda
dr_c06697632aa365d60cf3,4114,*C(=S)C(F)(F)c1ccc(C(*)(F)F)s1,egc,ru_bf2649c45699035bd3e5
dr_e7c79369358c661a7c3a,4115,*OC(F)(F)c1ccc(C(*)(F)F)s1,egc,ru_395b785ec595d95fd68e
dr_a1d6676ae70c8a02ada1,4116,*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)s1,egc,ru_a59dc02aa430e8f93311
dr_308664902f8e36b04f7a,4117,*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)cc1,egc,ru_2c16a7e0cb9742182d1d
dr_86ef76220300744b036e,4118,*C(=S)C(F)(F)c1ccc(C(*)(F)F)cc1,egc,ru_a61fd6505aa88498d9f4
dr_8d9b3e08e0b28789a34a,4119,*OC(F)(F)c1ccc(C(*)(F)F)cc1,egc,ru_e7b50c5afa741fd3605c
dr_e875f2c05391b69e99df,4120,*C(=S)c1ccc(C(F)(F)C(*)(F)F)s1,egc,ru_91f5c7c93c7bb34d31b9
dr_02d4c2c613fddcf6d3b8,4121,*Oc1ccc(C(F)(F)C(*)(F)F)s1,egc,ru_ffd3684e3b0257a67a6e
dr_5f4f200a47d75b1c6824,4122,*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)s1,egc,ru_c4bbfe1b140bf7e2cfc7
dr_d73d1253b5b007e28301,4123,*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)cc1,egc,ru_f312ca4e76230018c8ea
dr_8cdb42b4cc274dcc8874,4124,*C(=S)c1ccc(C(F)(F)C(*)(F)F)cc1,egc,ru_2947bec2040e4e68ffae
dr_8c53148f4365f0f08e57,4125,*Oc1ccc(C(F)(F)C(*)(F)F)cc1,egc,ru_e442fd99899810ee79ff
dr_a8c7cef0da9d40852bc9,4126,*c1ccc(CC(F)(F)C(*)(F)F)cc1,egc,ru_417327d811c331b2f23d
dr_b678499bba19fe64960b,4127,*C(=O)CC(F)(F)C(*)(F)F,egc,ru_b328c3f60d2ba9f4e6c8
dr_d2b409c65b4a51758301,4128,*C(=S)CC(F)(F)C(*)(F)F,egc,ru_30cf169d9652fad7ad4f
dr_633314a483f5ec60042e,4129,*NCC(F)(F)C(*)(F)F,egc,ru_bbb1a074a3c173a8999d
dr_86a5f673bf27c28a84c7,4130,*OCC(F)(F)C(*)(F)F,egc,ru_e310980034e17fba6d04
dr_c0a1c95883b3eeddfd4a,4131,*c1ccc(C(=O)C(F)(F)C(*)(F)F)s1,egc,ru_d180743f7779efb405be
dr_f1893f52c09ec8d61777,4132,*c1ccc(C(=O)C(F)(F)C(*)(F)F)cc1,egc,ru_b0d311bb115d5b0e0637
dr_0e62bc80c5c048da098b,4133,*C(=S)C(=O)C(F)(F)C(*)(F)F,egc,ru_ea0ad168bc4b57079b03
dr_136a48fae2a429f52c63,4134,*OC(=S)C(F)(F)C(*)(F)F,egc,ru_fb17104da1feb916c03f
dr_6aa4d1746d27aa2894f5,4135,*c1ccc(NC(F)(F)C(*)(F)F)s1,egc,ru_9024232fa637059e280b
dr_52fce40a13ea2e2f5a93,4136,*c1ccc(NC(F)(F)C(*)(F)F)cc1,egc,ru_16a3b9d6e4b6e3e26597
dr_1774e90c27afe0cf1202,4137,*C(=O)NC(F)(F)C(*)(F)F,egc,ru_59b6b762d892425403c9
dr_d2b354050b78c25817bb,4138,*C(=S)NC(F)(F)C(*)(F)F,egc,ru_84b0014d43d3f43b81b1
dr_bac832851a7626b5dd0d,4139,*NOC(F)(F)C(*)(F)F,egc,ru_61e81c47850a8aa06e43
dr_de559bde7de73415102c,4140,*c1ccc(C(F)(F)CC(*)(F)F)s1,egc,ru_0ddf3808a8ccd84722f4
dr_0e8efcff8c20f051b1ba,4141,*c1ccc(C(F)(F)CC(*)(F)F)cc1,egc,ru_40410064c3a2c97e37f5
dr_2ed19784375be1c5219c,4142,*C(=O)C(F)(F)CC(*)(F)F,egc,ru_b590b3f5d0520b33cf1a
dr_66bbe7fcbb11c3b4e69e,4143,*C(=S)C(F)(F)CC(*)(F)F,egc,ru_edbb0d93a5e7b1ea25a3
dr_3b47caf1223d6a950fb7,4144,*NC(F)(F)CC(*)(F)F,egc,ru_ae787cd3e4b988ad1773
dr_4f20737bb0f97f739dbe,4145,*OC(F)(F)CC(*)(F)F,egc,ru_5c5abd50e645df5b0c02
dr_a68e1b150d7e6198f0a7,4146,*C(=O)C(F)(F)C(=O)C(*)(F)F,egc,ru_ed83f8db3696999edf7b
dr_b9643597f4e6e10bff12,4147,*OC(F)(F)C(=O)C(*)(F)F,egc,ru_ca4d9a0fec61ec28084c
dr_a5d78a4e21623a5eaf7e,4148,*OC(F)(F)C(=S)C(*)(F)F,egc,ru_1e8ef1ee7da39ada7ea7
dr_09856d5cd669db430289,4149,*c1ccc(C(F)(F)NC(*)(F)F)s1,egc,ru_67562c1efb5968c5234b
dr_69526560f1cd61016193,4150,*c1ccc(C(F)(F)NC(*)(F)F)cc1,egc,ru_27c6f697ab7a838b1c28
dr_aa343fc33fa6ebbbb8a3,4151,*C(=O)C(F)(F)NC(*)(F)F,egc,ru_5e6c5316c7add248a986
dr_4e664dcd63951935e0a1,4152,*C(=S)C(F)(F)NC(*)(F)F,egc,ru_dbf0d163fef600207b7d
dr_3137f9dd8507d885b878,4153,*NC(F)(F)NC(*)(F)F,egc,ru_4395953ae83f70a916ea
dr_b792c9c060d61edf31ed,4154,*OC(F)(F)NC(*)(F)F,egc,ru_a6f827966c99386c16e7
dr_48d0d74523b665709ff3,4155,*C(C#N)C(*)(C#N)C#N,egc,ru_18dc50266b47e7eeb7ef
dr_79bc269f55910083de4f,4156,*CC(*)(C#N)C#N,egc,ru_6b0087bd1a0d8e1f951a
dr_b3939f3deca66e3a2927,4157,*CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,egc,ru_83c82b81b811a62677e5
dr_571b9c90fdb94fd93928,4158,*CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(*)(C#N)C#N,egc,ru_64e00db6bfcbc636031b
dr_88bb8d05b93c3345ca07,4159,*CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(*)(C#N)C#N,egc,ru_dcc33acfeba9ccc9f7a4
dr_70367fda33737dfddb85,4160,*CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,egc,ru_c74935071ef4a3fff771
dr_610f801251a47ad094dd,4161,*CC(C#N)(C#N)CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,egc,ru_6be8d063d19cf25b21cb
dr_53b9f697b61c7cf24ef1,4162,*C([2H])=C(*)[2H],egc,ru_419da9cf414acf3f1f3e
dr_4cb63321bc5fa813cb37,4163,*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)cc2)cc1,egc,ru_e412460b0eac72961714
