node_id,node_type,source_id,canonical_name,display_name,properties_json,source_scope,active,created_by,schema_version
kg_datasetrecord_dr_950eb7af0524e67508ce,DatasetRecord,dr_950eb7af0524e67508ce,dr_950eb7af0524e67508ce,dr_950eb7af0524e67508ce,"{""prop"": ""egc"", ""row_index"": ""2296"", ""smiles"": ""*C=C(*)CNS(=O)(=O)Cc1ccccc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95155ebc52fa659ac768,DatasetRecord,dr_95155ebc52fa659ac768,dr_95155ebc52fa659ac768,dr_95155ebc52fa659ac768,"{""prop"": ""ei"", ""row_index"": ""4554"", ""smiles"": ""*Nc1ccc(-c2ccc(C(*)=S)s2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9519dff9477f4403f8b8,DatasetRecord,dr_9519dff9477f4403f8b8,dr_9519dff9477f4403f8b8,dr_9519dff9477f4403f8b8,"{""prop"": ""tg"", ""row_index"": ""10469"", ""smiles"": ""*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Nc3nc(Nc4cccc(N5C(=O)c6ccc(*)cc6C5=O)c4)nc(N(C)C)n3)c1)C2=O""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_951bdfec03ba4a3f1498,DatasetRecord,dr_951bdfec03ba4a3f1498,dr_951bdfec03ba4a3f1498,dr_951bdfec03ba4a3f1498,"{""prop"": ""tg"", ""row_index"": ""5766"", ""smiles"": ""*CC(*)C(=O)OCCCCCC""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9522ad8698a4f8687515,DatasetRecord,dr_9522ad8698a4f8687515,dr_9522ad8698a4f8687515,dr_9522ad8698a4f8687515,"{""prop"": ""egc"", ""row_index"": ""1211"", ""smiles"": ""*CCCCCC(=O)NCCCCCCNC(=O)CCCCCO*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95240f38cb4776d216a7,DatasetRecord,dr_95240f38cb4776d216a7,dr_95240f38cb4776d216a7,dr_95240f38cb4776d216a7,"{""prop"": ""ei"", ""row_index"": ""4473"", ""smiles"": ""*CC(=S)c1ccc(C(*)=S)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9531da27aeb1a3d85dde,DatasetRecord,dr_9531da27aeb1a3d85dde,dr_9531da27aeb1a3d85dde,dr_9531da27aeb1a3d85dde,"{""prop"": ""nc"", ""row_index"": ""5313"", ""smiles"": ""*Nc1ccc(-c2ccc(O*)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95340385327efd871c15,DatasetRecord,dr_95340385327efd871c15,dr_95340385327efd871c15,dr_95340385327efd871c15,"{""prop"": ""egc"", ""row_index"": ""2835"", ""smiles"": ""*c1cc(CC(=O)OCCCCCCOc2ccc(N=Nc3ccc(C#N)cc3)cc2)c(*)s1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9536da4a4c7feed35472,DatasetRecord,dr_9536da4a4c7feed35472,dr_9536da4a4c7feed35472,dr_9536da4a4c7feed35472,"{""prop"": ""egb"", ""row_index"": ""429"", ""smiles"": ""*CCCO*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95381447d173d8216f72,DatasetRecord,dr_95381447d173d8216f72,dr_95381447d173d8216f72,dr_95381447d173d8216f72,"{""prop"": ""egc"", ""row_index"": ""3273"", ""smiles"": ""*CCN(CCCC(=O)Nc1ccc(N=Nc2ccccc2)cc1)CCOC(=O)NCC1CCCC(CNC(=O)O*)C1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_953c9a6fcae113d9e4a0,DatasetRecord,dr_953c9a6fcae113d9e4a0,dr_953c9a6fcae113d9e4a0,dr_953c9a6fcae113d9e4a0,"{""prop"": ""tg"", ""row_index"": ""5719"", ""smiles"": ""*CC(*)OC(=O)C(C)(C)C(C)(C)CC""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9542497a48726495cdb9,DatasetRecord,dr_9542497a48726495cdb9,dr_9542497a48726495cdb9,dr_9542497a48726495cdb9,"{""prop"": ""tg"", ""row_index"": ""10426"", ""smiles"": ""*CCN(CCCCCOc1ccc(/N=N/c2ccccc2)cc1)CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_954d60a1569100b6d385,DatasetRecord,dr_954d60a1569100b6d385,dr_954d60a1569100b6d385,dr_954d60a1569100b6d385,"{""prop"": ""tg"", ""row_index"": ""7567"", ""smiles"": ""*CCc1ccc(*)c(C#N)c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9552e092633b6182fc1e,DatasetRecord,dr_9552e092633b6182fc1e,dr_9552e092633b6182fc1e,dr_9552e092633b6182fc1e,"{""prop"": ""xc"", ""row_index"": ""12980"", ""smiles"": ""*CCCNC(=O)O*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95535f5d085a9eade873,DatasetRecord,dr_95535f5d085a9eade873,dr_95535f5d085a9eade873,dr_95535f5d085a9eade873,"{""prop"": ""xc"", ""row_index"": ""12617"", ""smiles"": ""*CC(*)C(=O)NCCCCCCCCCCCCCCCCCC""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95551fe768b07ba6367b,DatasetRecord,dr_95551fe768b07ba6367b,dr_95551fe768b07ba6367b,dr_95551fe768b07ba6367b,"{""prop"": ""xc"", ""row_index"": ""12784"", ""smiles"": ""*Nc1cccc(NC(=O)CCCCC(*)=O)c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95554a984159926d663a,DatasetRecord,dr_95554a984159926d663a,dr_95554a984159926d663a,dr_95554a984159926d663a,"{""prop"": ""egc"", ""row_index"": ""3758"", ""smiles"": ""*CC(O)CN(*)c1ccc(N=Nc2ccc(C#N)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95582dc2e34357f13b5d,DatasetRecord,dr_95582dc2e34357f13b5d,dr_95582dc2e34357f13b5d,dr_95582dc2e34357f13b5d,"{""prop"": ""tg"", ""row_index"": ""8001"", ""smiles"": ""*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCCCCCC""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_955c1f662c30592ef6ee,DatasetRecord,dr_955c1f662c30592ef6ee,dr_955c1f662c30592ef6ee,dr_955c1f662c30592ef6ee,"{""prop"": ""egc"", ""row_index"": ""1653"", ""smiles"": ""*CCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2C)c(C)c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_955d59ef8cb970928940,DatasetRecord,dr_955d59ef8cb970928940,dr_955d59ef8cb970928940,dr_955d59ef8cb970928940,"{""prop"": ""tg"", ""row_index"": ""10086"", ""smiles"": ""*CC(=O)NCCCCCCNC(=O)COC(=O)CCCCCCCCCCC(=O)O*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9562300b3c45f20ed907,DatasetRecord,dr_9562300b3c45f20ed907,dr_9562300b3c45f20ed907,dr_9562300b3c45f20ed907,"{""prop"": ""egc"", ""row_index"": ""1622"", ""smiles"": ""*OC(C)CCCC(C)C(*)=O""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95642b7171d0852352bf,DatasetRecord,dr_95642b7171d0852352bf,dr_95642b7171d0852352bf,dr_95642b7171d0852352bf,"{""prop"": ""egc"", ""row_index"": ""2562"", ""smiles"": ""*OC(COC(F)(C(F)(F)F)C(F)(F)F)C(*)COC(F)(C(F)(F)F)C(F)(F)F""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95681016363544b64d42,DatasetRecord,dr_95681016363544b64d42,dr_95681016363544b64d42,dr_95681016363544b64d42,"{""prop"": ""egc"", ""row_index"": ""1247"", ""smiles"": ""*COCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_956a43a9db4631625a8d,DatasetRecord,dr_956a43a9db4631625a8d,dr_956a43a9db4631625a8d,dr_956a43a9db4631625a8d,"{""prop"": ""tg"", ""row_index"": ""8036"", ""smiles"": ""*CCC(C)C(*)(C)C(=O)OC""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_956bac78666180860591,DatasetRecord,dr_956bac78666180860591,dr_956bac78666180860591,dr_956bac78666180860591,"{""prop"": ""egc"", ""row_index"": ""3727"", ""smiles"": ""*Nc1ccc(*)cc1C(C)CC""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95729d44b73831f83fbf,DatasetRecord,dr_95729d44b73831f83fbf,dr_95729d44b73831f83fbf,dr_95729d44b73831f83fbf,"{""prop"": ""egc"", ""row_index"": ""1178"", ""smiles"": ""*Oc1ccc(Cc2ccc(*)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95753364c90883720a4d,DatasetRecord,dr_95753364c90883720a4d,dr_95753364c90883720a4d,dr_95753364c90883720a4d,"{""prop"": ""tg"", ""row_index"": ""11374"", ""smiles"": ""*C1=C(c2ccc(-c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(-c5ccc(*)cc5)ccc3-4)cc2)C(=O)N(CCCC)C1=O""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_957689cd2e4d2707bcaf,DatasetRecord,dr_957689cd2e4d2707bcaf,dr_957689cd2e4d2707bcaf,dr_957689cd2e4d2707bcaf,"{""prop"": ""tg"", ""row_index"": ""7377"", ""smiles"": ""*CCN(*)C(=O)CCCCCCC""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_957cab31e1989b08d7c5,DatasetRecord,dr_957cab31e1989b08d7c5,dr_957cab31e1989b08d7c5,dr_957cab31e1989b08d7c5,"{""prop"": ""tg"", ""row_index"": ""10796"", ""smiles"": ""*C(=O)Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8c7)cc5)C6=O)cc4)cc3)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_958037e4597333c29d01,DatasetRecord,dr_958037e4597333c29d01,dr_958037e4597333c29d01,dr_958037e4597333c29d01,"{""prop"": ""egc"", ""row_index"": ""2916"", ""smiles"": ""*OC(C)COC(=O)Cc1ccc(CC(*)=O)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_958a1b74033e3b60da5f,DatasetRecord,dr_958a1b74033e3b60da5f,dr_958a1b74033e3b60da5f,dr_958a1b74033e3b60da5f,"{""prop"": ""egc"", ""row_index"": ""2986"", ""smiles"": ""*CCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9593680aa0ffc10e95b6,DatasetRecord,dr_9593680aa0ffc10e95b6,dr_9593680aa0ffc10e95b6,dr_9593680aa0ffc10e95b6,"{""prop"": ""xc"", ""row_index"": ""12669"", ""smiles"": ""*CCCCCCS*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95941ee164ce51ac0225,DatasetRecord,dr_95941ee164ce51ac0225,dr_95941ee164ce51ac0225,dr_95941ee164ce51ac0225,"{""prop"": ""eea"", ""row_index"": ""291"", ""smiles"": ""*CCOC(=S)NC(=S)c1ccc(N*)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95967b2f1a0e3840c80d,DatasetRecord,dr_95967b2f1a0e3840c80d,dr_95967b2f1a0e3840c80d,dr_95967b2f1a0e3840c80d,"{""prop"": ""tg"", ""row_index"": ""8468"", ""smiles"": ""*c1ccc(Oc2ccc(Oc3ccc(-c4nnc(*)c5c(-c6ccc(F)cc6)c(-c6ccc(F)cc6)c(-c6ccc(F)cc6)c(-c6ccc(F)cc6)c45)cc3)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_959851ef2b3f2e24e0f4,DatasetRecord,dr_959851ef2b3f2e24e0f4,dr_959851ef2b3f2e24e0f4,dr_959851ef2b3f2e24e0f4,"{""prop"": ""egc"", ""row_index"": ""1356"", ""smiles"": ""*ON(C(F)(F)F)C(F)(Br)C(*)(F)F""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_959b9eb1689bcaefc631,DatasetRecord,dr_959b9eb1689bcaefc631,dr_959b9eb1689bcaefc631,dr_959b9eb1689bcaefc631,"{""prop"": ""tg"", ""row_index"": ""9618"", ""smiles"": ""*c1cc(-c2ccc(C(=C3C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C3)c3cc(C(C)(C)C)c(OC(C)=O)c(C(C)(C)C)c3)cc2)c(*)s1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_959cd5409f76526ecf3a,DatasetRecord,dr_959cd5409f76526ecf3a,dr_959cd5409f76526ecf3a,dr_959cd5409f76526ecf3a,"{""prop"": ""egc"", ""row_index"": ""3837"", ""smiles"": ""*c1ccc2ccc3c(*)cc(C#C)c4ccc1c2c34""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95a018a69fe3b5264f18,DatasetRecord,dr_95a018a69fe3b5264f18,dr_95a018a69fe3b5264f18,dr_95a018a69fe3b5264f18,"{""prop"": ""eps"", ""row_index"": ""4773"", ""smiles"": ""*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95a3b76ebf21ad2b9200,DatasetRecord,dr_95a3b76ebf21ad2b9200,dr_95a3b76ebf21ad2b9200,dr_95a3b76ebf21ad2b9200,"{""prop"": ""eps"", ""row_index"": ""4960"", ""smiles"": ""*NC(=O)OC(*)=S""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95a60d4489144818663e,DatasetRecord,dr_95a60d4489144818663e,dr_95a60d4489144818663e,dr_95a60d4489144818663e,"{""prop"": ""egc"", ""row_index"": ""2637"", ""smiles"": ""*Oc1ccc2cc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)ccc2c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95aae11265695b3c375c,DatasetRecord,dr_95aae11265695b3c375c,dr_95aae11265695b3c375c,dr_95aae11265695b3c375c,"{""prop"": ""tg"", ""row_index"": ""10697"", ""smiles"": ""*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(Oc9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)cc8)cc7C6=O)cc5)cc4)c3)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95b4068974953869f9e2,DatasetRecord,dr_95b4068974953869f9e2,dr_95b4068974953869f9e2,dr_95b4068974953869f9e2,"{""prop"": ""tg"", ""row_index"": ""11621"", ""smiles"": ""*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95b6b0cc0c6a01cfb037,DatasetRecord,dr_95b6b0cc0c6a01cfb037,dr_95b6b0cc0c6a01cfb037,dr_95b6b0cc0c6a01cfb037,"{""prop"": ""tg"", ""row_index"": ""12117"", ""smiles"": ""*=CNc1ccc(CCc2ccc(N=*)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95be0c9cb8ea4bc09ddf,DatasetRecord,dr_95be0c9cb8ea4bc09ddf,dr_95be0c9cb8ea4bc09ddf,dr_95be0c9cb8ea4bc09ddf,"{""prop"": ""xc"", ""row_index"": ""12629"", ""smiles"": ""*CCO*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95c0bf421e6213ead0c0,DatasetRecord,dr_95c0bf421e6213ead0c0,dr_95c0bf421e6213ead0c0,dr_95c0bf421e6213ead0c0,"{""prop"": ""tg"", ""row_index"": ""12050"", ""smiles"": ""*c1ccc2[nH]c(*)nc2c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95c1e2d3e28d6ddff1a9,DatasetRecord,dr_95c1e2d3e28d6ddff1a9,dr_95c1e2d3e28d6ddff1a9,dr_95c1e2d3e28d6ddff1a9,"{""prop"": ""egb"", ""row_index"": ""586"", ""smiles"": ""*C=CC1CC(*)C2C(=O)N(CCCCCCCCC)C(=O)C12""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95c33ec717e3447d1dd8,DatasetRecord,dr_95c33ec717e3447d1dd8,dr_95c33ec717e3447d1dd8,dr_95c33ec717e3447d1dd8,"{""prop"": ""tg"", ""row_index"": ""10970"", ""smiles"": ""*c1ccc(Oc2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4)cc3)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95ca5dfda4ac3d0185b4,DatasetRecord,dr_95ca5dfda4ac3d0185b4,dr_95ca5dfda4ac3d0185b4,dr_95ca5dfda4ac3d0185b4,"{""prop"": ""eat"", ""row_index"": ""13152"", ""smiles"": ""*CCNC(C=C1)=CC=C1*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95ddeef61c969a12f1e6,DatasetRecord,dr_95ddeef61c969a12f1e6,dr_95ddeef61c969a12f1e6,dr_95ddeef61c969a12f1e6,"{""prop"": ""egc"", ""row_index"": ""1189"", ""smiles"": ""*CCCCCCOCCCCCCOCCCCCO*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95dec7120905609148fe,DatasetRecord,dr_95dec7120905609148fe,dr_95dec7120905609148fe,dr_95dec7120905609148fe,"{""prop"": ""egc"", ""row_index"": ""2771"", ""smiles"": ""*c1cc(C(F)(F)C(F)(F)C(F)(F)F)c(*)s1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95e465726574a70cd1a2,DatasetRecord,dr_95e465726574a70cd1a2,dr_95e465726574a70cd1a2,dr_95e465726574a70cd1a2,"{""prop"": ""tg"", ""row_index"": ""7188"", ""smiles"": ""*c1cccc(N2C(=O)c3cccc(Oc4ccc(C(=O)c5ccc(Oc6cccc7c6C(=O)N(*)C7=O)cc5)cc4)c3C2=O)c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_95fa887f5c27229179c7,DatasetRecord,dr_95fa887f5c27229179c7,dr_95fa887f5c27229179c7,dr_95fa887f5c27229179c7,"{""prop"": ""ei"", ""row_index"": ""4441"", ""smiles"": ""*CCNc1ccc(*)s1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_96034673a5c63c2d8664,DatasetRecord,dr_96034673a5c63c2d8664,dr_96034673a5c63c2d8664,dr_96034673a5c63c2d8664,"{""prop"": ""egc"", ""row_index"": ""2110"", ""smiles"": ""*Oc1ccc(C(C#N)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_96172c10cde7936a6744,DatasetRecord,dr_96172c10cde7936a6744,dr_96172c10cde7936a6744,dr_96172c10cde7936a6744,"{""prop"": ""tg"", ""row_index"": ""7653"", ""smiles"": ""*CCC(c1ccccc1)C(*)c1ccccc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_961972be76ee44f5e630,DatasetRecord,dr_961972be76ee44f5e630,dr_961972be76ee44f5e630,dr_961972be76ee44f5e630,"{""prop"": ""egb"", ""row_index"": ""574"", ""smiles"": ""*OC(CC(C)C)C(*)=O""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_961b2bbcf37b01777fcf,DatasetRecord,dr_961b2bbcf37b01777fcf,dr_961b2bbcf37b01777fcf,dr_961b2bbcf37b01777fcf,"{""prop"": ""tg"", ""row_index"": ""7113"", ""smiles"": ""*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9625a8f9b989c981a881,DatasetRecord,dr_9625a8f9b989c981a881,dr_9625a8f9b989c981a881,dr_9625a8f9b989c981a881,"{""prop"": ""egc"", ""row_index"": ""3767"", ""smiles"": ""*OS(=O)(=O)c1cc(C)c(*)c(C)c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_96263c99717800653a6e,DatasetRecord,dr_96263c99717800653a6e,dr_96263c99717800653a6e,dr_96263c99717800653a6e,"{""prop"": ""tg"", ""row_index"": ""5598"", ""smiles"": ""*CC(*)c1ccc(Cl)c(Cl)c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9628f191a043047a9092,DatasetRecord,dr_9628f191a043047a9092,dr_9628f191a043047a9092,dr_9628f191a043047a9092,"{""prop"": ""tg"", ""row_index"": ""10881"", ""smiles"": ""*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_96294ca4c35721e71e8c,DatasetRecord,dr_96294ca4c35721e71e8c,dr_96294ca4c35721e71e8c,dr_96294ca4c35721e71e8c,"{""prop"": ""ei"", ""row_index"": ""4446"", ""smiles"": ""*CC(=O)c1ccc(-c2ccc(*)cc2)s1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9631730a67b801d35dbe,DatasetRecord,dr_9631730a67b801d35dbe,dr_9631730a67b801d35dbe,dr_9631730a67b801d35dbe,"{""prop"": ""egc"", ""row_index"": ""2127"", ""smiles"": ""*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3Cl)cccc12""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9631c591ef45089aba96,DatasetRecord,dr_9631c591ef45089aba96,dr_9631c591ef45089aba96,dr_9631c591ef45089aba96,"{""prop"": ""tg"", ""row_index"": ""7194"", ""smiles"": ""*c1cccc(N2C(=O)c3cccc(Oc4ccc(C(C)(C)c5ccc(Oc6cccc7c6C(=O)N(*)C7=O)cc5)cc4)c3C2=O)c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_963861e94726e8d7a1de,DatasetRecord,dr_963861e94726e8d7a1de,dr_963861e94726e8d7a1de,dr_963861e94726e8d7a1de,"{""prop"": ""tg"", ""row_index"": ""9256"", ""smiles"": ""*Oc1ccc(Oc2ccc(/C=N/c3ccc(/N=C/c4ccc(*)cc4)cc3)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9639d04860d24989192a,DatasetRecord,dr_9639d04860d24989192a,dr_9639d04860d24989192a,dr_9639d04860d24989192a,"{""prop"": ""tg"", ""row_index"": ""9358"", ""smiles"": ""*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1-c1cccc(C(F)(F)F)c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_963ba7bda26a0d66ab54,DatasetRecord,dr_963ba7bda26a0d66ab54,dr_963ba7bda26a0d66ab54,dr_963ba7bda26a0d66ab54,"{""prop"": ""egc"", ""row_index"": ""3743"", ""smiles"": ""*CCN(*)C(=O)c1c(F)cc(F)cc1F""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9648c86ae5fadbcfb688,DatasetRecord,dr_9648c86ae5fadbcfb688,dr_9648c86ae5fadbcfb688,dr_9648c86ae5fadbcfb688,"{""prop"": ""egb"", ""row_index"": ""783"", ""smiles"": ""*OC(=S)c1ccc(C(*)=O)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_9648e0a0c1c74df89848,DatasetRecord,dr_9648e0a0c1c74df89848,dr_9648e0a0c1c74df89848,dr_9648e0a0c1c74df89848,"{""prop"": ""tg"", ""row_index"": ""9610"", ""smiles"": ""*c1ccc(CC(=O)Nc2cccc(NC(=O)Cc3ccc(-c4sc(*)c(-c5ccccc5)c4-c4ccccc4)cc3)c2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_96490b24db821cb016ce,DatasetRecord,dr_96490b24db821cb016ce,dr_96490b24db821cb016ce,dr_96490b24db821cb016ce,"{""prop"": ""tg"", ""row_index"": ""5898"", ""smiles"": ""*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_96496bbc0c243fbd8a91,DatasetRecord,dr_96496bbc0c243fbd8a91,dr_96496bbc0c243fbd8a91,dr_96496bbc0c243fbd8a91,"{""prop"": ""egc"", ""row_index"": ""1438"", ""smiles"": ""*CCOC(=O)CCC(=O)O*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_964a012ecd7441d71daf,DatasetRecord,dr_964a012ecd7441d71daf,dr_964a012ecd7441d71daf,dr_964a012ecd7441d71daf,"{""prop"": ""xc"", ""row_index"": ""12691"", ""smiles"": ""*CCCCOC(=O)c1cccc(C(=O)O*)c1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_964e165358f9cb16f774,DatasetRecord,dr_964e165358f9cb16f774,dr_964e165358f9cb16f774,dr_964e165358f9cb16f774,"{""prop"": ""tg"", ""row_index"": ""6121"", ""smiles"": ""*c1ccc(Oc2ccc(-c3nc4cc(S(=O)(=O)c5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_964e42c130f7d215e6d0,DatasetRecord,dr_964e42c130f7d215e6d0,dr_964e42c130f7d215e6d0,dr_964e42c130f7d215e6d0,"{""prop"": ""tg"", ""row_index"": ""11673"", ""smiles"": ""*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ncc(*)s5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_965c30d86b4b0867f559,DatasetRecord,dr_965c30d86b4b0867f559,dr_965c30d86b4b0867f559,dr_965c30d86b4b0867f559,"{""prop"": ""xc"", ""row_index"": ""12818"", ""smiles"": ""*CCCCOC(=O)NCCCCCCNC(=O)O*""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_965d90aa777971fae997,DatasetRecord,dr_965d90aa777971fae997,dr_965d90aa777971fae997,dr_965d90aa777971fae997,"{""prop"": ""tg"", ""row_index"": ""9474"", ""smiles"": ""*Oc1ccc(C2(c3ccc(Oc4ccc(-c5ccc(NC(=O)c6cc(C(=O)Nc7ccc(-c8ccc(*)c(C(F)(F)F)c8)cc7)cc(C(C)(C)C)c6)cc5)cc4C(F)(F)F)cc3)c3ccccc3-c3ccccc32)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_965e987c8fd98ecefbb1,DatasetRecord,dr_965e987c8fd98ecefbb1,dr_965e987c8fd98ecefbb1,dr_965e987c8fd98ecefbb1,"{""prop"": ""tg"", ""row_index"": ""8616"", ""smiles"": ""*c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7ccccn7)nnc6*)cc5)cc4)c3)cc2)cc1""}",dataset,true,deterministic,2.0
kg_datasetrecord_dr_966b6438ba0ec8eefefa,DatasetRecord,dr_966b6438ba0ec8eefefa,dr_966b6438ba0ec8eefefa,dr_966b6438ba0ec8eefefa,"{""prop"": ""tg"", ""row_index"": ""11335"", ""smiles"": ""*CCN(CCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O)c1ccc(/C=C/C2=CC(=C(C#N)C#N)CC(C)(C)C2)cc1""}",dataset,true,deterministic,2.0
